Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education
60,Steel,,,"Gstaad, Switzerland",Spain,Married,1,
50,"Finance, Self Made",,,"Nyack, New York",United States,Married,,"Bachelor of Arts, Yale University"
42,"Software, Self Made",,,"Atlanta, Georgia",United States,Married,,"Bachelor of Business Administration, The University Of Georgia"
67,"Hospitals, Self Made",,,"Istanbul, Turkey",Turkey,Married,1,
56,Real estate,,,"Herzliya, Israel",Israel,,,
57,Real estate,,,"Toronto, Canada",Canada,,,
63,Real estate,,,"Montreal, Canada",Canada,,,
59,"Lithium battery, Self Made",,,"Ningbo, China",China,,,
86,"Money management, Self Made",,,"Aspen, Colorado",United States,Divorced,2,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario"
46,Medical technology,,,"Melsungen, Germany",Germany,,,
36,Medical technology,,,"Melsungen, Germany",Germany,,,
39,Medical technology,,,"Melsungen, Germany",Germany,,,
78,"Property, healthcare, Self Made",,,"Kuala Lumpur, Malaysia",Malaysia,Married,3,"Bachelor of Arts/Science, Victoria University"
64,"Food, Self Made",,,"Hefei, China",China,Married,,
54,"Pharmaceuticals, Self Made",,,"Hefei, China",China,,,
54,Retail,,,"Seoul, South Korea",South Korea,Married,4,"Bachelor of Arts/Science, Brown University"
83,"Software, Self Made",,,"Dallas, Texas",United States,Divorced,3,"Diploma, High School"
69,Shoes,,,"Sant'' Elpidio A Mare, Italy",Italy,Married,2,
71,"Specialty chemicals, Self Made",,,"Surat, India",India,Married,2,"Bachelor of Engineering, Mumbai University"
71,"Publishing, Self Made",,,"London, United Kingdom",United Kingdom,Married,3,
52,"Sneakers, sportswear",,,"Quanzhou, China",China,,,
85,"Fashion retail, Self Made",,,"Istanbul, Turkey",Turkey,Married,,
60,Media,,,"Potsdam, Germany",Germany,,,
84,"Solar panels, Self Made",,,"Denver, Colorado",United States,Married,2,
65,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,3,
71,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,3,"Master of Business Administration, Fundacao Getulio Vargas"
56,"Home appliances, Self Made",,,"Shunde, China",China,,,
66,Pulp and paper,,,"São Paulo, Brazil",Brazil,Married,,"Law Degree, Universidade Presbiteriana Mackenzie"
52,"Manufacturing, Self Made",,,Hungary,Hungary,Married,2,
31,"Fitness clothing, Self Made",,,"Birmingham, United Kingdom",United Kingdom,,,"Drop Out, Aston University"
66,"Furniture retail, Self Made",9,,"Belvedere, California",United States,In Relationship,2,"Drop Out, Santa Rosa Junior College"
49,Mining,,,"Bnei Brak, Israel",Israel,Married,11,"Diploma, High School"
57,"Textiles, Self Made",,,"Mumbai, India",India,Married,2,
63,"Private equity, Self Made",7,,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School"
73,"Steel tubes, Self Made",,,"Delhi, India",India,Widowed,3,
68,"Technology, Self Made",,,"Melbourne, Australia",Australia,,,"Bachelor of Arts/Science, La Trobe University; Master of Arts/Science, La Trobe University"
42,"Construction, investments",,,"London, United Kingdom",Lebanon,Married,3,
75,"Urban Outfitters, Self Made",9,,,,,,
73,"Financial services, Self Made",,,"Melbourne, Australia",Australia,,2,
43,"Software, Self Made",,,"Seattle, Washington",United States,Married,2,"Drop Out, University of California, Berkeley"
46,Casinos,,,"Hong Kong, Hong Kong",Hong Kong,Married,1,"Bachelor of Arts/Science, University of Toronto"
58,"Textiles, apparel, Self Made",,,"Ningbo, China",China,,,"Bachelor of Engineering, Zhejiang University of Technology"
68,"Technology, Self Made",,,"Melbourne, Australia",Australia,Married,3,"Medical Doctor, Monash University"
77,"Communications, Self Made",,,"London, United Kingdom",United Kingdom,Married,2,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford"
66,Food & beverage retailing,,,"Tainan, Taiwan",Taiwan,Married,3,"Bachelor of Arts/Science, Marymount California University"
55,"Finance, Self Made",,,"Los Angeles, California",United States,Married,,"Bachelor of Business Administration, University of Michigan"
42,"Shapewear, skincare, Self Made",7,error,"Hidden Hills, California",United States,Divorced,4,error
57,"Auto parts, Self Made",,,"Shanghai, China",China,,,
56,"Retailing, Self Made",,,"Guangzhou, China",China,,,
56,"Real estate, Self Made",,,"Moscow, Russia",Russia,Married,2,"Master of Science, Moscow State University"
,Building materials,,,"Berlin, Germany",Germany,,,
,Building materials,,,"Iphofen, Germany",Germany,,,
86,Auto parts,,,"Chennai, India",India,Married,3,"Bachelor of Arts/Science, Madras Christian College; Master of Arts, University of Munich; Master of Arts, University of Wisconsin, Madison"
63,"Cirque du Soleil, Self Made",,,"Montreal, Canada",Canada,In Relationship,5,
45,"Hospitality, Self Made",,,South Korea,South Korea,Married,,
53,"Petro Fibre, Self Made",,,"Hangzhou, China",China,,,
59,"Pharmaceuticals, Self Made",,,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Sichuan University"
43,"Medical services, Self Made",,,"Beijing, China",China,,,"Ph.D, University of Copenhagen"
59,"Lithium batteries, Self Made",,,"Hefei, China",China,,,
59,"Conglomerate, Self Made",,,"Shenzhen, China",China,,,
60,"Natural gas distribution, Self Made",,,"Hong Kong, Hong Kong",China,,,"Bachelor of Science, Hebei Normal University; Doctorate, Renmin University of China; Master of Arts, Renmin University of China"
68,"Software, Self Made",,,"San Diego, California",United States,Single,1,"Drop Out, Indiana University"
63,Cargill,,,"Boulder, Colorado",United States,,2,
73,Cargill,1,,"Plymouth, Minnesota",United States,,4,
71,Cargill,1,,"Orono, Minnesota",United States,Divorced,5,
69,Cargill,1,,"Englewood, Colorado",United States,,,
,Diversified,,,,India,,3,"Bachelor of Arts/Science, University of Pennsylvania"
61,"Manufacturing, Self Made",,,"Changsha, China",China,Married,,"Bachelor of Arts/Science, National University of Singapore"
60,Construction,,,"Miami, Florida",United States,Married,3,"Master of Business Administration, University of Miami"
57,"Diversified, Self Made",,,"Felcsút, Hungary",Hungary,Married,3,
67,"Data management, Self Made",,,"Minnetonka, Minnesota",United States,Married,4,
86,"Healthcare services, Self Made",,,"Lower Merion, Pennsylvania",United States,Married,3,"Bachelor of Arts/Economics, College of William & Mary; Master of Business Administration, The Wharton School of the University of Pennsylvania"
82,"Lighting, Self Made",,,,Austria,,,
68,Diversified,,,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, Universidade Presbiteriana Mackenzie"
50,"Private equity, Self Made",,,"New York, New York",United States,,,"Bachelor of Science, The Wharton School of the University of Pennsylvania"
66,Industrial explosives,,,,India,Married,2,
56,Candy,,,"Berlin, Germany",Germany,Married,,
49,"Stock photos, Self Made",,,"Miami Beach, Florida",United States,Single,,"Master of Science, Columbia University; Bachelor of Arts/Science, SUNY Stony Brook"
58,"Fisheries, Self Made",,,"Murmansk, Russia",Russia,Married,4,"Master of Science in Engineering, Murmansk Higher Marine Engineering School"
83,"Shopping malls, Self Made",,,"Rio de Janeiro, Brazil",Brazil,Married,5,"Bachelor of Arts/Science, Universidade do Brasil"
44,"Computer games, Self Made",,,"Stockholm, Sweden",Sweden,Single,,
57,"Online games, Self Made",,,"San Francisco, California",United States,Divorced,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania"
82,Diversified,,,"Jakarta, Indonesia",Indonesia,Married,4,
90,"Health care, Self Made",8,,"Cleveland, Tennessee",United States,Widowed,,Oregon State University; Walla Walla College
57,"Pig breeding, Self Made",,,"Nanyang, China",China,Married,,
76,"Lumber, Self Made",,,"Abbeville, Alabama",United States,Married,3,"Bachelor of Arts/Science, Auburn University"
60,"Investments, Self Made",,,"Lugano, Switzerland",Russia,Married,2,"Bachelor of Arts/Science, Donetsk National University"
,Agribusiness,,,"Rondonopolis, Brazil",Brazil,Married,2,
59,"Finance, Self Made",,,"Los Angeles, California",United States,Married,,"Bachelor of Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, Wharton School of Business"
52,Real estate,,,"Mumbai, India",India,Married,2,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
62,"Hedge funds, Self Made",,,"London, United Kingdom",Sweden,Married,1,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Uppsala University"
,Cheese,,,"Montreal, Canada",Canada,,,
79,"Engineering, sugar",,,"Dubai, United Arab Emirates",India,Married,2,"Master of Arts/Science, The University of Cambridge; Master of Business Administration, The Wharton School of the University of Pennsylvania"
81,"Finance, Self Made",,,"Toronto, Canada",Canada,Married,4,"Master of Business Administration, Harvard University"
80,"Cosmetics, Self Made",,,"London, United Kingdom",Brazil,Married,4,
52,"Online apparel retail, Self Made",,,"Guangzhou, China",China,,,
44,"Software, Self Made",,,"San Francisco, California",Netherlands,Married,,"Master of Science, University of Twente"
43,Car rentals,,,"Munich, Germany",Germany,Married,,
40,Car rentals,,,"Munich, Germany",Germany,Married,,
74,"Coal, investments",,,"Jakarta, Indonesia",Indonesia,Married,3,"Bachelor of Arts/Science, University of Southern California"
50,"Healthcare, Self Made",,,"Mumbai, India",India,Married,2,"Master of Business Administration, European University; Bachelor of Arts/Economics, St Stephen's College (India)"
52,"Software, Self Made",,,,,,,
51,Chemical products,,,"Milan, Italy",Italy,,,
51,Chemical products,,,"Milan, Italy",Italy,,,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Arts/Science, University of Milan"
82,"Hedge funds, Self Made",,,"Mount Kisco, New York",United States,Married,,University of Pennsylvania
58,"Data analytics, Self Made",,,"Berkeley, California",Romania,,,"Ph.D, Carnegie Mellon University"
77,"Coal, Self Made",,,"Jakarta, Indonesia",Indonesia,,,
61,"Textile, chemicals, Self Made",,,"Deinze, Belgium",Belgium,Married,,
70,"Food, Self Made",,,"Manila, Philippines",Philippines,Married,3,
60,"Manufacturing, Self Made",,,"Changsha, China",China,Married,1,"Bachelor of Arts/Science, Central South University"
79,"Real estate, Self Made",,,"Melbourne, Australia",Australia,Married,3,
76,Financial services,error,error,"Tombolo, Italy",Italy,Widowed,2,error
60,"Manufacturing, Self Made",,,"Dongguan, China",China,,,
81,"TV shows, Self Made",,,"Baarn, Netherlands",Netherlands,Married,2,
55,"Investment banking, Self Made",,,"Erevan, Armenia",Armenia,Married,4,"Master of Science, Moscow State University"
63,"Fashion, Self Made",,,"Milan, Italy",Italy,Married,,"Bachelor of Arts/Science, University of Verona"
66,"Real estate, Self Made",,,"Bangkok, Thailand",Thailand,Married,1,
57,"Asset management, Self Made",,,"Hong Kong, Hong Kong",Sweden,Married,,
,"Pharmaceuticals, Self Made",,,"Zhangzhou, China",China,,,
61,"Pneumatic equipments, Self Made",,,"Taipei, Taiwan",Taiwan,Married,,
54,"Lithium, Self Made",,,"Urumchi, China",China,,,
87,"Shoes, Self Made",,,"Jacksonville, Florida",United States,Married,2,"Bachelor of Science, University of Florida"
67,Coca Cola Israel,,,"Bnei Atarot, Israel",Israel,Divorced,2,
42,"Cryptocurrency, Self Made",7,1,"New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard University"
42,"Cryptocurrency, Self Made",7,1,"New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard University"
68,Manufacturing,,,"Chang Hwa County, Taiwan",Taiwan,,,"University of California, Los Angeles"
78,Finance,,,"Taipei, Taiwan",Taiwan,Married,3,Waseda University
52,"Apparel, Self Made",,,"Xiamen, China",China,,,
58,"Batteries, Self Made",,,"Guangzhou, China",China,,,
61,"Manufacturing, Self Made",,,"Changsha, China",China,Married,1,"Master of Science, Dalian University of Technology"
58,"Wine, Self Made",,,"Huaibei city, China",China,,,
60,"Manufacturing, Self Made",,,"Nantong, China",China,Married,,
78,"Education, Self Made",,,"Ningbo, China",China,,,
61,"Petro Fibre, Self Made",,,"Hangzhou, China",China,Married,,
60,"Pharmacy, Self Made",,,"Moscow, Russia",Russia,Married,3,"Ph.D, Moscow Institute of Physics and Technology"
46,"Retail, Self Made",,,"Guangzhou, China",China,Married,,
38,"Data analytics, Self Made",,,"Berkeley, California",Romania,,,"Ph.D, University of California, Berkeley; Bachelor of Science, University of Waterloo"
60,"Diversified, Self Made",,,"Nantong, China",China,Married,,"EMBA, Tsinghua University"
48,"Telecom, Self Made",,,"Jiaxing, China",China,,,
66,"Paper manufacturing, Self Made",,,"Dongguan, China",China,Married,2,
,"Pharmaceuticals, Self Made",,,,United States,,,"Doctorate, Columbia University; Bachelor of Science, Peking University"
58,"Chemicals, Self Made",,,"Shanghai, China",China,Married,,
64,"Construction, Self Made",,,"Suzhou, China",China,Married,1,"Bachelor of Arts/Science, Suzhou University of Science and Technology"
67,"Sports shoes, Self Made",,,"Delhi, India",India,Married,2,
67,"Investments, Self Made",,,"Moscow, Russia",Russia,Divorced,3,
84,Pharmaceuticals,,,,India,Married,2,
51,"Private equity, Self Made",,,"New York, New York",United States,Married,,"Bachelor of Arts/Economics, Harvard University"
42,Liquor,,,"Rochester, New York",United States,Married,2,
52,"Spanx, Self Made",8,,"Atlanta, Georgia",United States,Married,4,"Bachelor of Arts/Science, Florida State University"
68,"Banking, Self Made",,,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University"
61,"Banking, investments, Self Made",,,"Dnipro, Ukraine",Ukraine,Married,5,
56,"Real estate, Self Made",,,"Lens, Switzerland",Switzerland,,,
58,"Diversified, Self Made",,,"Lipperswil, Switzerland",Russia,Single,,"Master of Science, Moscow Aviation University; Master of Business Administration, Russian National Academy of National Economy and Public Administration"
29,"E-commerce software, Self Made",,,"Miami, Florida",United States,Single,,"Drop Out, Stanford University"
73,Retail,,,"St. Wendel, Germany",Germany,Married,3,"Master of Business Administration, University of Saarland"
61,"Data centers, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,,"Bachelor of Arts/Economics, University of Toronto"
80,Consumer goods,,,"Delhi, India",India,Married,2,"Bachelor of Engineering, Massachusetts Institute of Technology"
,"Pharmaceuticals, Self Made",,,"Lianyungang, China",China,,,
61,"Air compressors, Self Made",,,"Quzhou, China",China,Married,1,
82,Supermarkets,,,"Milan, Italy",Italy,Widowed,1,
45,Supermarkets,,,"Milan, Italy",Italy,,,
41,"Technology, Self Made",,,"Beijing, China",China,,,
61,"Pharmaceutical, Self Made",,,"Linhai, China",China,,,"Bachelor of Science, Zhejiang University of Technology"
55,"Solar energy, Self Made",,,"Guangzhou, China",China,,,
47,"Package delivery, Self Made",,,"Shanghai, China",China,Married,,
74,"Electronics, Self Made",,,"Taichung, Taiwan",Taiwan,Married,,"Bachelor of Arts/Science, National Cheng Kung University"
55,"Stationery, Self Made",,,"Shantou, China",China,,,
58,"Poultry breeding, Self Made",,,"Changzhou, China",China,Married,,
,"Semiconductors, Self Made",,,,Taiwan,Married,2,"Bachelor of Engineering, National Chiao Tung University; Master, National Chiao Tung University"
61,"Semiconductors, Self Made",8,,"Las Vegas, Nevada",United States,Married,2,"Bachelor of Arts/Science, University of California, Berkeley"
